Date,Sender,Subject,Category,Words,Attachments,Size_KB
08-07-2025,sarah@company.com,Weekly Update,Personal,1415,0,1213.48
23-08-2025,support@website.com,Team Meeting,Promotion,1431,0,64.04
18-03-2025,charlie@outlook.com,Assignment Submission,Work,879,2,1551.04
25-04-2025,john@university.edu,System Notification,Promotion,1017,3,4436.42
20-08-2025,manager@office.com,Meeting Schedule,Social,958,5,4820.31
14-04-2025,sarah@company.com,Holiday Plans,Personal,1421,4,2731.69
30-05-2025,emma@gmail.com,Important Notice,Spam,987,1,2286.65
27-02-2025,sarah@company.com,Team Meeting,Finance,588,1,1818.18
19-06-2025,admin@service.com,Project Update,Spam,51,5,725.06
18-10-2025,bob@yahoo.com,Payment Confirmation,Education,142,1,4070.02
28-01-2025,sarah@company.com,Assignment Submission,Spam,1282,2,1565.64
11-01-2025,david@company.com,Assignment Submission,Spam,1391,0,2822.03
16-02-2025,alice@gmail.com,Invoice Details,Spam,179,1,2970.43
06-08-2025,admin@service.com,Important Notice,Promotion,482,1,2126.74
24-02-2025,david@company.com,Invoice Details,Personal,824,1,2287.94
25-04-2025,john@university.edu,System Notification,Promotion,1017,3,4436.42
07-05-2025,manager@office.com,Invoice Details,Education,1194,0,2091.77
30-08-2025,charlie@outlook.com,Assignment Submission,Work,1152,5,3704.63
15-10-2025,manager@office.com,Invoice Details,Personal,1321,3,4547.39
22-01-2025,manager@office.com,Weekly Update,Finance,678,4,2380.77
07-11-2025,support@website.com,Event Invitation,Finance,1480,2,1997.97
14-09-2025,john@university.edu,Project Update,Notification,106,3,98.61
18-02-2025,david@company.com,Team Meeting,Notification,1415,2,4681.4
16-06-2025,bob@yahoo.com,New Project,Work,338,1,3773.41
21-06-2025,alice@gmail.com,Training Program,Promotion,125,0,1917.86
01-08-2025,support@website.com,Monthly Report,Work,599,5,1496.29
,emma@gmail.com,Invoice Details,Spam,781,2,3849.9
28-03-2025,manager@office.com,Important Notice,Social,325,0,4790.37
05-06-2025,sarah@company.com,Event Invitation,Promotion,972,3,2213.59
27-11-2025,sarah@company.com,Invoice Details,Social,182,3,3128.49
03-08-2025,david@company.com,Important Notice,Promotion,575,0,2859.82
07-10-2025,emma@gmail.com,Team Meeting,Social,1194,5,739.68
29-08-2025,alice@gmail.com,New Project,Personal,58,2,1082.2
03-01-2025,sarah@company.com,Invoice Details,Education,1445,4,2325.43
29-11-2025,sarah@company.com,Training Program,Personal,666,3,4334.53
25-07-2025,charlie@outlook.com,Assignment Submission,Spam,682,1,39.12
07-02-2025,admin@service.com,Meeting Schedule,Work,775,2,388.27
17-12-2025,bob@yahoo.com,Event Invitation,Work,731,4,
29-01-2025,charlie@outlook.com,Monthly Report,Education,351,2,4674.02
22-01-2025,admin@service.com,Payment Confirmation,Education,780,,1247.37
16-06-2025,,Project Update,Spam,251,2,2395.87
06-03-2025,bob@yahoo.com,System Notification,Finance,1220,1,4066.2
24-05-2025,alice@gmail.com,Assignment Submission,Promotion,52,1,2937.25
15-09-2025,david@company.com,Event Invitation,Personal,874,3,4580.58
05-09-2025,admin@service.com,Assignment Submission,Notification,754,4,148.94
13-05-2025,support@website.com,Training Program,Finance,932,2,1958.72
23-12-2025,admin@service.com,Invoice Details,Personal,1163,0,3467.33
08-03-2025,charlie@outlook.com,New Project,Promotion,141,0,742.82
10-12-2025,john@university.edu,System Notification,Work,476,3,1663.2
05-06-2025,bob@yahoo.com,Training Program,Notification,1261,4,3954.75
05-11-2025,,Team Meeting,Work,699,4,1011.31
17-08-2025,john@university.edu,Job Opportunity,Notification,582,5,4900.24
27-02-2025,admin@service.com,Weekly Update,Social,1491,1,75.35
19-12-2025,bob@yahoo.com,Important Notice,Finance,1006,2,3320.23
15-11-2025,bob@yahoo.com,Invoice Details,Promotion,1145,2,1358.91
04-03-2025,sarah@company.com,Weekly Update,Spam,148,0,4184.26
31-07-2025,admin@service.com,Project Update,Education,30,4,4889.66
20-03-2025,sarah@company.com,Team Meeting,Personal,474,3,1452.47
09-10-2025,admin@service.com,,Social,534,1,607.68
31-12-2025,sarah@company.com,Training Program,Work,1406,2,1304.53
16-08-2025,admin@service.com,Monthly Report,Education,888,5,4482.66
31-01-2025,manager@office.com,Invoice Details,Work,378,3,4411.81
27-12-2025,emma@gmail.com,System Notification,Social,1205,4,2852.95
10-10-2025,john@university.edu,New Project,Personal,1115,1,4288.95
25-10-2025,manager@office.com,Payment Confirmation,Promotion,1174,0,4127.06
31-12-2025,bob@yahoo.com,Monthly Report,Education,1174,1,2835.65
23-08-2025,manager@office.com,System Notification,Work,1007,0,1292.81
13-09-2025,manager@office.com,,Work,142,2,3224.65
25-07-2025,john@university.edu,Payment Confirmation,Finance,120,5,2378.71
08-07-2025,sarah@company.com,System Notification,Finance,62,0,4615.95
09-10-2025,support@website.com,Event Invitation,Finance,526,5,3774.92
22-01-2025,sarah@company.com,Payment Confirmation,Promotion,827,4,
06-07-2025,bob@yahoo.com,New Project,Social,689,5,2080.44
09-08-2025,bob@yahoo.com,New Project,Spam,1485,2,
17-12-2025,charlie@outlook.com,Team Meeting,Spam,251,3,2206.24
17-12-2025,sarah@company.com,Holiday Plans,Spam,1340,5,312.1
24-07-2025,sarah@company.com,Training Program,Notification,1449,1,3811.35
15-08-2025,david@company.com,Payment Confirmation,Spam,206,4,2230.19
20-07-2025,charlie@outlook.com,Job Opportunity,Promotion,1272,1,3200.04
22-05-2025,john@university.edu,Event Invitation,Education,1324,2,812.1
14-03-2025,john@university.edu,Training Program,Education,918,1,4628.75
05-09-2025,manager@office.com,System Notification,Personal,1239,5,1505.46
07-05-2025,john@university.edu,Team Meeting,Notification,341,0,1737.17
17-08-2025,charlie@outlook.com,Monthly Report,Finance,1013,1,3997.86
23-01-2025,support@website.com,Meeting Schedule,Notification,1107,3,2398.95
12-06-2025,john@university.edu,Job Opportunity,Social,1440,4,766.21
31-07-2025,david@company.com,Project Update,Spam,1218,3,276.43
24-01-2025,charlie@outlook.com,Weekly Update,Education,693,2,4473.17
09-12-2025,support@website.com,Assignment Submission,Spam,517,3,4038.45
25-08-2025,sarah@company.com,Weekly Update,Education,401,5,3288.25
17-04-2025,admin@service.com,Training Program,Notification,662,1,
14-11-2025,david@company.com,Weekly Update,Social,480,1,741.03
12-07-2025,charlie@outlook.com,Job Opportunity,Notification,403,4,588.64
11-03-2025,support@website.com,Monthly Report,Education,,5,4435.46
22-10-2025,emma@gmail.com,Assignment Submission,Work,319,2,2307.91
12-10-2025,admin@service.com,Assignment Submission,Finance,627,1,4843.7
03-02-2025,david@company.com,System Notification,Notification,232,1,2691.08
08-05-2025,admin@service.com,Project Update,Work,980,1,4357.86
17-10-2025,admin@service.com,Holiday Plans,Personal,1000,0,701.42
15-01-2025,david@company.com,Payment Confirmation,Education,656,4,73.3
17-07-2025,admin@service.com,Training Program,Social,1153,0,3403.02
18-04-2025,john@university.edu,Holiday Plans,Notification,592,3,903.55
06-12-2025,charlie@outlook.com,Monthly Report,Personal,239,5,2768.35
26-12-2025,bob@yahoo.com,Assignment Submission,Spam,496,,4908.47
24-03-2025,support@website.com,Meeting Schedule,Education,134,1,1295.01
29-09-2025,sarah@company.com,Team Meeting,Promotion,342,2,
12-04-2025,support@website.com,Project Update,Spam,1182,1,469.12
22-01-2025,alice@gmail.com,Meeting Schedule,Personal,662,4,1493.41
04-09-2025,admin@service.com,Important Notice,Finance,1169,4,4985.41
08-05-2025,john@university.edu,Monthly Report,Personal,1495,0,245.5
21-12-2025,manager@office.com,Holiday Plans,Spam,1153,4,1722.07
14-10-2025,john@university.edu,Weekly Update,Personal,475,2,1120.52
10-06-2025,alice@gmail.com,System Notification,Personal,44,3,493.01
08-04-2025,sarah@company.com,Weekly Update,Work,169,1,4024.23
15-01-2025,bob@yahoo.com,Project Update,Finance,1497,3,2965.57
25-05-2025,bob@yahoo.com,Team Meeting,Finance,1267,1,3890.9
12-12-2025,david@company.com,Payment Confirmation,Notification,506,4,3922.61
01-05-2025,john@university.edu,Training Program,Promotion,144,3,1383.03
28-01-2025,john@university.edu,Job Opportunity,Spam,1300,3,3801.15
29-10-2025,alice@gmail.com,System Notification,Notification,1090,3,4828.31
29-01-2025,sarah@company.com,Holiday Plans,Education,380,1,2964.63
01-05-2025,manager@office.com,Important Notice,Promotion,1477,3,2033.13
22-02-2025,charlie@outlook.com,Project Update,Promotion,427,2,1005.32
17-01-2025,bob@yahoo.com,Important Notice,Spam,664,3,2215.57
10-12-2025,admin@service.com,New Project,Spam,267,1,1127.36
08-02-2025,support@website.com,Project Update,Work,1355,4,4180.96
04-11-2025,david@company.com,Project Update,Education,413,0,1231.71
24-11-2025,emma@gmail.com,Invoice Details,Finance,305,5,516.96
26-01-2025,manager@office.com,Important Notice,Notification,1036,0,1916.73
04-04-2025,bob@yahoo.com,Weekly Update,Spam,1285,3,1364.31
02-11-2025,support@website.com,Project Update,Social,450,5,3708.45
01-03-2025,support@website.com,System Notification,Work,1366,4,2312.57
11-07-2025,john@university.edu,Event Invitation,Finance,56,5,25.6
26-03-2025,sarah@company.com,Monthly Report,Spam,604,,3484.47
02-05-2025,emma@gmail.com,Invoice Details,Social,378,0,1874.21
28-03-2025,emma@gmail.com,Event Invitation,Work,607,3,417.14
10-06-2025,sarah@company.com,Assignment Submission,Social,956,2,4645.45
23-06-2025,support@website.com,Invoice Details,Finance,34,0,3540.67
08-05-2025,charlie@outlook.com,Training Program,Notification,236,5,2884.94
10-12-2025,support@website.com,Project Update,Notification,1061,2,96.06
10-04-2025,manager@office.com,Team Meeting,Spam,597,3,2517.02
27-12-2025,john@university.edu,Weekly Update,Spam,1461,5,11.81
20-12-2025,support@website.com,System Notification,Social,972,4,395.78
17-03-2025,emma@gmail.com,System Notification,Notification,860,2,4301.63
24-05-2025,manager@office.com,Project Update,Education,218,3,1869.13
20-09-2025,john@university.edu,Important Notice,Promotion,623,2,841.7
31-08-2025,manager@office.com,Job Opportunity,Finance,1497,0,2919.7
09-09-2025,support@website.com,Monthly Report,Notification,474,4,645.59
17-12-2025,alice@gmail.com,Meeting Schedule,Social,435,4,4344.91
07-02-2025,john@university.edu,Payment Confirmation,Personal,1128,0,4673.24
19-01-2025,admin@service.com,Weekly Update,Work,985,4,233.78
11-10-2025,manager@office.com,New Project,Education,213,0,2304.55
19-12-2025,emma@gmail.com,Meeting Schedule,Finance,610,5,1417.18
11-02-2025,,Important Notice,Education,1466,1,325.82
14-05-2025,david@company.com,Job Opportunity,Social,1441,3,1004.89
30-11-2025,emma@gmail.com,Holiday Plans,Finance,1001,2,892.3
21-07-2025,john@university.edu,Project Update,Spam,1190,5,251.31
07-01-2025,john@university.edu,Assignment Submission,Notification,1184,3,1830.24
31-01-2025,bob@yahoo.com,System Notification,Spam,959,3,860.15
17-04-2025,admin@service.com,Holiday Plans,Finance,25,0,3359.81
08-05-2025,john@university.edu,Monthly Report,Education,230,3,2519.17
03-11-2025,bob@yahoo.com,Training Program,Education,940,2,4098
08-12-2025,support@website.com,New Project,Notification,1291,5,776.99
03-07-2025,,Important Notice,Finance,899,1,2476.1
01-11-2025,manager@office.com,Weekly Update,Work,521,5,225.96
03-11-2025,david@company.com,Monthly Report,Finance,301,2,1450.79
21-03-2025,bob@yahoo.com,Training Program,Work,1375,2,4382.58
20-01-2025,bob@yahoo.com,Team Meeting,Work,1008,4,774.62
08-01-2025,john@university.edu,Important Notice,Social,1040,2,2321.1
18-10-2025,charlie@outlook.com,Weekly Update,Spam,779,2,2222.48
12-08-2025,john@university.edu,Assignment Submission,Promotion,477,5,2946.81
06-09-2025,john@university.edu,Weekly Update,Notification,358,3,4598.11
14-11-2025,manager@office.com,Weekly Update,Finance,1247,5,613.34
18-07-2025,sarah@company.com,New Project,Social,636,0,4681.93
14-06-2025,alice@gmail.com,Job Opportunity,Education,707,0,608.12
03-12-2025,david@company.com,Meeting Schedule,Finance,1279,1,3371.75
27-11-2025,sarah@company.com,Team Meeting,Notification,789,0,3415.24
27-02-2025,david@company.com,Job Opportunity,Education,609,0,1719.64
04-08-2025,alice@gmail.com,Payment Confirmation,Notification,489,3,3948.83
03-05-2025,david@company.com,System Notification,Notification,109,2,3724.8
19-11-2025,admin@service.com,Payment Confirmation,Social,894,4,4239.75
09-03-2025,charlie@outlook.com,Training Program,Promotion,1474,,3805.07
15-01-2025,emma@gmail.com,Team Meeting,Personal,1246,5,1811.99
05-07-2025,alice@gmail.com,Invoice Details,Personal,195,5,2432.52
29-11-2025,manager@office.com,Weekly Update,Notification,674,3,2394.44
24-11-2025,david@company.com,Invoice Details,Social,586,4,1599.15
22-03-2025,admin@service.com,Team Meeting,Finance,608,2,1430.65
25-05-2025,sarah@company.com,System Notification,Work,990,1,2669.67
05-12-2025,john@university.edu,Payment Confirmation,Personal,1006,5,2396.68
16-05-2025,sarah@company.com,Holiday Plans,Work,840,0,2853.56
05-03-2025,sarah@company.com,Holiday Plans,Notification,664,1,1242.69
11-12-2025,alice@gmail.com,Important Notice,Social,26,5,1093.42
16-03-2025,emma@gmail.com,New Project,,1445,1,3795.41
20-06-2025,bob@yahoo.com,System Notification,Education,1450,2,2534.14
,,Holiday Plans,Work,1032,2,913.29
15-05-2025,alice@gmail.com,Event Invitation,Notification,1057,2,3144.71
16-02-2025,support@website.com,Important Notice,Spam,1208,4,4771.39
13-10-2025,alice@gmail.com,Important Notice,Personal,739,5,4815.77
17-05-2025,bob@yahoo.com,System Notification,Social,179,1,4803.13
19-08-2025,john@university.edu,Meeting Schedule,Promotion,1496,0,2030.51
07-01-2025,manager@office.com,Training Program,Notification,250,3,752.46
10-10-2025,alice@gmail.com,Important Notice,Finance,933,2,466.94
02-04-2025,emma@gmail.com,Job Opportunity,Education,952,5,2896.94
08-04-2025,sarah@company.com,Holiday Plans,Notification,861,3,4319.86
28-11-2025,john@university.edu,System Notification,Work,1362,2,1369.72
01-01-2025,david@company.com,Job Opportunity,Notification,403,5,3342.73
17-12-2025,admin@service.com,Project Update,Work,343,3,2081.03
04-02-2025,emma@gmail.com,Event Invitation,Social,1231,0,1762.95
08-04-2025,admin@service.com,Event Invitation,Education,1275,2,1616.39
29-11-2025,sarah@company.com,Weekly Update,Social,1452,1,2149.01
21-05-2025,emma@gmail.com,Invoice Details,Social,707,2,4465.67
08-05-2025,admin@service.com,Invoice Details,Work,427,3,3677.94
16-09-2025,admin@service.com,System Notification,Education,173,,1606.57
29-10-2025,admin@service.com,Team Meeting,Education,1041,0,2654.17
30-09-2025,manager@office.com,Job Opportunity,Spam,420,1,3409.18
05-06-2025,emma@gmail.com,Assignment Submission,Finance,238,1,927.81
18-11-2025,manager@office.com,Payment Confirmation,Promotion,293,0,1764.73
28-02-2025,charlie@outlook.com,Team Meeting,Notification,1170,0,1312.57
21-10-2025,bob@yahoo.com,Invoice Details,Work,110,0,1226.53
24-04-2025,admin@service.com,Assignment Submission,Spam,1260,2,2082.15
12-08-2025,manager@office.com,Team Meeting,Education,813,2,686.34
14-02-2025,support@website.com,Weekly Update,Finance,874,1,2866.63
08-09-2025,john@university.edu,Job Opportunity,Notification,1271,3,2937.09
01-10-2025,manager@office.com,Meeting Schedule,Personal,1358,0,245.93
19-02-2025,john@university.edu,System Notification,Notification,1270,5,4292.49
09-12-2025,admin@service.com,System Notification,Work,951,3,3860.32
23-03-2025,alice@gmail.com,Meeting Schedule,Promotion,603,1,2176.18
23-04-2025,bob@yahoo.com,Event Invitation,Education,871,4,2687.49
04-09-2025,admin@service.com,New Project,Promotion,967,3,
02-09-2025,sarah@company.com,Event Invitation,Social,1242,1,3984.85
03-04-2025,manager@office.com,Job Opportunity,Work,1493,5,3310.42
19-07-2025,support@website.com,Holiday Plans,Notification,306,5,3622.2
30-06-2025,emma@gmail.com,Invoice Details,Social,146,5,1292.11
07-09-2025,bob@yahoo.com,Important Notice,Social,,5,4783.19
05-12-2025,david@company.com,,Personal,340,0,2045.55
02-12-2025,admin@service.com,Event Invitation,Social,713,4,3465.06
26-10-2025,support@website.com,Important Notice,Education,622,0,1849.27
04-06-2025,manager@office.com,Training Program,Promotion,169,5,1592.71
16-09-2025,john@university.edu,Payment Confirmation,Work,788,5,1282.67
26-06-2025,support@website.com,Weekly Update,Education,284,3,2516.8
20-04-2025,support@website.com,New Project,Social,757,3,2240.26
18-11-2025,,Job Opportunity,Finance,1462,0,233.89
27-11-2025,admin@service.com,Payment Confirmation,Finance,63,5,1891.96
16-12-2025,admin@service.com,Event Invitation,Personal,54,4,342.33
,bob@yahoo.com,Payment Confirmation,Social,872,5,4038.02
,support@website.com,System Notification,Promotion,1477,5,4677.88
17-01-2025,admin@service.com,Invoice Details,Personal,85,4,3210.55
18-07-2025,support@website.com,Job Opportunity,Social,120,2,1107.51
05-06-2025,sarah@company.com,Event Invitation,Promotion,972,3,2213.59
22-08-2025,sarah@company.com,Payment Confirmation,Spam,883,5,4431.19
07-04-2025,emma@gmail.com,Assignment Submission,Spam,97,0,285.56
20-04-2025,charlie@outlook.com,Weekly Update,Personal,601,4,3320.95
11-02-2025,manager@office.com,Job Opportunity,,554,1,3350.28
27-09-2025,support@website.com,Meeting Schedule,Promotion,826,5,3880.64
10-04-2025,emma@gmail.com,Invoice Details,Promotion,280,0,3462.59
05-10-2025,admin@service.com,Holiday Plans,Promotion,1028,4,4344.5
31-12-2025,charlie@outlook.com,Weekly Update,Spam,919,0,1012.53
02-03-2025,charlie@outlook.com,Payment Confirmation,Work,672,3,4806.17
31-07-2025,admin@service.com,Important Notice,Notification,214,2,2136.69
02-10-2025,john@university.edu,Job Opportunity,Social,1413,3,3776.08
03-07-2025,emma@gmail.com,Important Notice,Work,1314,5,457.88
23-01-2025,alice@gmail.com,Event Invitation,Personal,273,4,1030.98
20-11-2025,david@company.com,Job Opportunity,Social,1426,2,4606.35
03-10-2025,bob@yahoo.com,Training Program,Notification,418,3,1592.2
04-12-2025,support@website.com,Job Opportunity,Finance,822,2,
02-07-2025,emma@gmail.com,Training Program,Personal,1072,1,3833.38
24-05-2025,charlie@outlook.com,Assignment Submission,Promotion,1252,5,4085.69
26-11-2025,emma@gmail.com,Assignment Submission,Finance,,4,1317.39
02-02-2025,sarah@company.com,Monthly Report,Social,1343,1,1285.95
30-09-2025,david@company.com,Training Program,Spam,1168,5,112.33
27-09-2025,support@website.com,Event Invitation,Work,803,5,1798.76
14-05-2025,david@company.com,Meeting Schedule,Personal,973,2,802.79
26-03-2025,admin@service.com,Event Invitation,Social,713,0,2344.32
19-11-2025,emma@gmail.com,Team Meeting,Notification,643,2,2309.43
29-05-2025,support@website.com,Training Program,Personal,832,2,2513.33
29-01-2025,manager@office.com,Assignment Submission,Promotion,342,2,3867.78
04-01-2025,david@company.com,Payment Confirmation,Social,861,4,2883.88
17-04-2025,charlie@outlook.com,Meeting Schedule,Promotion,95,1,4269.88
31-08-2025,emma@gmail.com,Important Notice,Education,1286,4,3405.66
12-03-2025,david@company.com,System Notification,Education,652,5,3527.16
23-02-2025,john@university.edu,Invoice Details,Social,535,1,175.04
31-01-2025,alice@gmail.com,System Notification,Promotion,165,4,1193.83
27-11-2025,emma@gmail.com,System Notification,Education,1123,1,1319.86
17-01-2025,charlie@outlook.com,Meeting Schedule,Social,823,0,2718.24
22-04-2025,emma@gmail.com,Event Invitation,Promotion,363,4,3038.2
26-03-2025,support@website.com,Assignment Submission,Education,697,4,2134.72
29-09-2025,charlie@outlook.com,Assignment Submission,Education,181,4,4354.84
07-10-2025,,Meeting Schedule,Work,211,1,1167.14
23-10-2025,john@university.edu,Project Update,Education,594,0,1699.07
04-10-2025,alice@gmail.com,Job Opportunity,Promotion,1020,0,563.78
08-04-2025,charlie@outlook.com,Important Notice,Education,590,3,1252.78
14-09-2025,alice@gmail.com,Project Update,Notification,495,0,1706.26
07-06-2025,john@university.edu,Holiday Plans,Social,1219,2,2321.48
01-05-2025,bob@yahoo.com,Payment Confirmation,Spam,254,4,2982.4
07-02-2025,bob@yahoo.com,Monthly Report,Personal,424,5,2905.08
25-08-2025,admin@service.com,Event Invitation,Social,1438,0,4095.73
12-07-2025,david@company.com,Project Update,Finance,228,5,3863.54
30-11-2025,charlie@outlook.com,Training Program,Finance,136,4,2023.47
22-01-2025,manager@office.com,Team Meeting,Social,115,0,3423.72
,david@company.com,Important Notice,Promotion,590,0,4834.61
06-06-2025,alice@gmail.com,Monthly Report,Social,953,5,2603.84
15-03-2025,sarah@company.com,Project Update,Education,1316,0,463.33
07-08-2025,david@company.com,New Project,Education,583,2,2232.83
20-10-2025,david@company.com,Weekly Update,,1407,1,1349.07
09-04-2025,bob@yahoo.com,Project Update,Education,1121,4,41.62
02-04-2025,bob@yahoo.com,Assignment Submission,Social,249,5,744.03
17-05-2025,admin@service.com,Job Opportunity,Work,668,3,2853.92
24-10-2025,charlie@outlook.com,System Notification,Finance,1054,4,346.34
17-08-2025,admin@service.com,Team Meeting,Social,483,2,2823.41
01-05-2025,charlie@outlook.com,New Project,Spam,,2,4397.94
21-12-2025,charlie@outlook.com,Meeting Schedule,Social,759,3,3183.05
31-01-2025,emma@gmail.com,Project Update,Work,494,4,2068.22
05-02-2025,alice@gmail.com,Important Notice,Spam,268,4,2678.84
04-06-2025,bob@yahoo.com,Assignment Submission,Work,96,2,4979.66
22-12-2025,alice@gmail.com,Monthly Report,Notification,1375,0,3314.1
18-07-2025,alice@gmail.com,Holiday Plans,Personal,726,1,3666.04
09-11-2025,admin@service.com,Holiday Plans,Finance,1306,5,761.11
02-02-2025,john@university.edu,System Notification,,554,5,3556.91
24-02-2025,bob@yahoo.com,Weekly Update,Spam,1277,0,3822.4
23-11-2025,admin@service.com,System Notification,Personal,651,3,2357.37
13-04-2025,support@website.com,New Project,Promotion,1107,4,4567.87
28-12-2025,charlie@outlook.com,Team Meeting,Work,278,4,4826.94
08-09-2025,emma@gmail.com,Meeting Schedule,Promotion,464,3,2226.26
02-05-2025,john@university.edu,Training Program,Promotion,977,4,653.21
04-10-2025,charlie@outlook.com,Holiday Plans,Notification,477,4,3667.47
09-10-2025,support@website.com,New Project,Promotion,731,2,1135.35
16-08-2025,bob@yahoo.com,System Notification,Spam,935,2,597.94
04-04-2025,charlie@outlook.com,Training Program,Promotion,667,5,4000.39
16-01-2025,support@website.com,Monthly Report,Social,1009,1,4024.42
19-06-2025,bob@yahoo.com,Meeting Schedule,Education,535,4,356.86
26-03-2025,manager@office.com,New Project,Social,919,0,2346.15
13-12-2025,charlie@outlook.com,Job Opportunity,Social,1305,,1878.99
07-05-2025,bob@yahoo.com,Monthly Report,Education,798,5,3920.53
14-05-2025,david@company.com,Job Opportunity,Social,1441,3,1004.89
18-04-2025,sarah@company.com,Meeting Schedule,Finance,108,1,2869.57
16-05-2025,emma@gmail.com,,Work,209,5,2120.76
04-01-2025,charlie@outlook.com,Team Meeting,Education,491,0,2575.13
14-09-2025,sarah@company.com,Project Update,Education,588,0,1552.98
20-10-2025,support@website.com,Weekly Update,Work,1086,0,2260.79
03-03-2025,manager@office.com,Assignment Submission,Notification,1364,5,2832.51
28-03-2025,charlie@outlook.com,Team Meeting,Personal,285,4,2171.39
09-01-2025,emma@gmail.com,Training Program,Social,55,4,4066.72
13-04-2025,john@university.edu,Meeting Schedule,Personal,318,5,4709.52
15-10-2025,bob@yahoo.com,Important Notice,Promotion,1382,3,4341.12
04-06-2025,admin@service.com,Project Update,Finance,801,4,1798
12-07-2025,emma@gmail.com,Project Update,Finance,1105,1,2101.98
23-06-2025,admin@service.com,Payment Confirmation,Spam,1313,1,4058.43
23-03-2025,alice@gmail.com,Payment Confirmation,Personal,538,3,3194.41
12-09-2025,john@university.edu,New Project,Social,189,5,2125.38
27-03-2025,bob@yahoo.com,System Notification,Promotion,934,0,1329.74
25-09-2025,sarah@company.com,Monthly Report,Education,100,4,2484.29
27-08-2025,john@university.edu,Holiday Plans,Education,1347,4,3525.84
04-07-2025,alice@gmail.com,Assignment Submission,Personal,585,3,1768.87
28-11-2025,support@website.com,System Notification,Education,272,0,30.12
16-10-2025,sarah@company.com,Event Invitation,Promotion,901,0,57.69
09-01-2025,admin@service.com,Weekly Update,Notification,298,0,690.42
04-11-2025,david@company.com,New Project,Social,1289,5,2789.96
07-02-2025,manager@office.com,Monthly Report,Notification,1433,2,2286.89
31-10-2025,sarah@company.com,Project Update,Social,1043,4,4824.94
29-04-2025,john@university.edu,Important Notice,Promotion,1362,5,3935.19
26-09-2025,bob@yahoo.com,Invoice Details,Personal,661,2,4162.51
30-10-2025,john@university.edu,Holiday Plans,Work,1300,2,1905.96
29-05-2025,alice@gmail.com,System Notification,Social,1218,2,2473.03
29-03-2025,bob@yahoo.com,Project Update,Spam,1238,,1106.76
12-09-2025,emma@gmail.com,Training Program,Promotion,1127,4,93.26
29-01-2025,support@website.com,Important Notice,Spam,1174,0,2796.19
27-01-2025,charlie@outlook.com,Weekly Update,Spam,1332,1,20.36
11-10-2025,manager@office.com,Team Meeting,Spam,1171,1,2535.89
18-07-2025,emma@gmail.com,Invoice Details,Education,719,3,3286.37
24-06-2025,support@website.com,Monthly Report,Promotion,313,0,4111.58
31-03-2025,john@university.edu,New Project,Spam,991,0,3230.03
18-07-2025,charlie@outlook.com,Assignment Submission,Finance,483,0,2045.9
24-11-2025,david@company.com,Weekly Update,Promotion,134,1,4109.9
18-10-2025,john@university.edu,Important Notice,Education,29,2,1234.64
24-04-2025,john@university.edu,System Notification,Social,1141,4,1872.58
17-05-2025,,Project Update,Work,614,3,4321.5
10-07-2025,bob@yahoo.com,Payment Confirmation,Personal,603,0,3816.77
23-09-2025,alice@gmail.com,Meeting Schedule,Promotion,266,3,3471.68
25-06-2025,charlie@outlook.com,Team Meeting,Promotion,744,1,4472.11
01-09-2025,david@company.com,System Notification,Social,1087,3,3135.61
22-02-2025,charlie@outlook.com,Payment Confirmation,Spam,36,1,
30-03-2025,admin@service.com,Team Meeting,Education,765,2,4590.09
01-04-2025,charlie@outlook.com,New Project,Promotion,1016,2,1258.62
26-12-2025,sarah@company.com,Weekly Update,Personal,1425,1,123.65
01-05-2025,bob@yahoo.com,Payment Confirmation,Spam,254,4,2982.4
15-08-2025,manager@office.com,Important Notice,Spam,206,3,1743.07
12-12-2025,charlie@outlook.com,Project Update,Personal,1093,1,1208.64
17-02-2025,charlie@outlook.com,New Project,Work,1409,5,2160.33
28-10-2025,support@website.com,Invoice Details,,447,2,1519.42
13-03-2025,alice@gmail.com,System Notification,Finance,287,1,4119.25
02-03-2025,manager@office.com,Job Opportunity,Personal,987,1,2504.88
02-11-2025,,System Notification,Notification,45,2,2071.98
15-02-2025,,Important Notice,Promotion,733,1,1607.09
18-03-2025,,Team Meeting,Work,1108,4,3763.15
24-04-2025,charlie@outlook.com,Payment Confirmation,Finance,649,1,1053.16
08-08-2025,admin@service.com,Important Notice,Work,97,4,1001.07
09-10-2025,alice@gmail.com,Assignment Submission,Notification,1322,0,4022.82
13-06-2025,alice@gmail.com,New Project,Social,139,3,2649.51
31-07-2025,david@company.com,Training Program,Education,1007,3,334.97
25-11-2025,admin@service.com,New Project,Education,1052,3,1367.82
29-11-2025,bob@yahoo.com,Monthly Report,Notification,,0,1226.18
05-11-2025,bob@yahoo.com,Assignment Submission,Spam,970,4,3800.59
27-10-2025,bob@yahoo.com,Invoice Details,Finance,565,4,4082.34
15-07-2025,david@company.com,Weekly Update,Finance,666,3,4777.45
30-09-2025,sarah@company.com,Team Meeting,Social,317,4,4352.04
12-07-2025,bob@yahoo.com,,Personal,712,4,4926.45
04-05-2025,admin@service.com,Team Meeting,Work,210,2,1111.87
25-09-2025,emma@gmail.com,Assignment Submission,Promotion,279,5,3906.71
01-09-2025,admin@service.com,Payment Confirmation,Promotion,552,2,1804.73
21-03-2025,john@university.edu,New Project,Finance,497,2,4056.32
